stop_id,stop_name,stop_lat,stop_lon,category,route_id,isOKU,status,search,isConnecting,isLoop
GOKL1009,PA Sri Melaka Block 26,3.1145,101.7168,GOKL,GOKL10,true,valid,GOKL PA Sri Melaka Block 26,false,false
GOKL1010,PA Sri Melaka (West),3.1142,101.7165,GOKL,GOKL10,true,valid,GOKL PA Sri Melaka (West),false,false
GOKL1011,PA Sri Melaka Block 12,3.1135,101.7158,GOKL,GOKL10,true,valid,GOKL PA Sri Melaka Block 12,false,false
GOKL1012,PA Sri Melaka Block 6,3.1128,101.7145,GOKL,GOKL10,true,valid,GOKL PA Sri Melaka Block 6,false,false
GOKL1013,PA Sri Melaka Block 4,3.1115,101.7135,GOKL,GOKL10,true,valid,GOKL PA Sri Melaka Block 4,false,false
GOKL1014,Sri Mas Condo (opp),3.1095,101.7125,GOKL,GOKL10,true,valid,GOKL Sri Mas Condo (opp),false,false
GOKL1015,Azzubair Ibnul Awwam Mosque,3.1188,101.7202,GOKL,GOKL10,true,valid,GOKL Azzubair Ibnul Awwam Mosque,false,false
GOKL1016,SMK Sri Permaisuri,3.1075,101.7125,GOKL,GOKL10,true,valid,GOKL SMK Sri Permaisuri,false,false
GOKL1017,Teknologi Pen Negeri WP,3.1065,101.7120,GOKL,GOKL10,true,valid,GOKL Teknologi Pen Negeri WP,false,false
GOKL1018,Permaisuri Q Complex (opp),3.1055,101.7118,GOKL,GOKL10,true,valid,GOKL Permaisuri Q Complex (opp),false,false
GOKL1019,Dwi Tasik Square,3.1042,101.7115,GOKL,GOKL10,true,valid,GOKL Dwi Tasik Square,false,false
GOKL1020,SMK Seri Tasik (Hub),3.1018,101.7108,GOKL,GOKL10,true,valid,GOKL SMK Seri Tasik (Hub),true,false
GOKL1021,Dwi Tasik Square (opp),3.1045,101.7112,GOKL,GOKL10,true,valid,GOKL Dwi Tasik Square (opp),false,false
GOKL1022,Permaisuri Q Complex,3.1058,101.7115,GOKL,GOKL10,true,valid,GOKL Permaisuri Q Complex,false,false
GOKL1023,Laman Tasik Condominium,3.1042,101.7085,GOKL,GOKL10,true,valid,GOKL Laman Tasik Condominium,false,false
GOKL1024,Vista Tasik,3.1035,101.7072,GOKL,GOKL10,true,valid,GOKL Vista Tasik,false,false
GOKL1025,Akasia Residency,3.1015,101.7055,GOKL,GOKL10,true,valid,GOKL Akasia Residency,false,false
GOKL1026,Sri Permaisuri Police Station,3.1085,101.7085,GOKL,GOKL10,true,valid,GOKL Sri Permaisuri Police Station,false,false
GOKL1027,Sri Johor Flat,3.1115,101.7125,GOKL,GOKL10,true,valid,GOKL Sri Johor Flat,false,false
GOKL1028,LRT Station Cheras,3.1133,101.7153,GOKL,GOKL10,true,valid,GOKL LRT Station Cheras,false,false
GOKL1029,Sri Johor Flat Block 29,3.1145,101.7162,GOKL,GOKL10,true,valid,GOKL Sri Johor Flat Block 29,false,false
GOKL1030,Sri Johor Flat Block 13,3.1155,101.7185,GOKL,GOKL10,true,valid,GOKL Sri Johor Flat Block 13,false,false
GOKL1031,Sri Johor Flat Block 3,3.1165,101.7195,GOKL,GOKL10,true,valid,GOKL Sri Johor Flat Block 3,false,false
GOKL1032,Indah Mas Apartments (opp),3.1215,101.7238,GOKL,GOKL10,true,valid,GOKL Indah Mas Apartments (opp),false,false
GOKL1033,Sri Pulau Pinang Flat Block 13 (opp),3.1228,101.7258,GOKL,GOKL10,true,valid,GOKL Sri Pulau Pinang Flat Block 13 (opp),false,false
GOKL1034,Sri Sabah Flat Block 56,3.1255,101.7278,GOKL,GOKL10,true,valid,GOKL Sri Sabah Flat Block 56,false,false
GOKL1035,Vertica KL City,3.1265,101.7285,GOKL,GOKL10,true,valid,GOKL Vertica KL City,true,false
GOKL1036,MRT Station Maluri Gate B,3.1274,101.7291,GOKL,GOKL10,true,valid,GOKL MRT Station Maluri Gate B,true,true
GOKL1101,MRT Station Maluri Gate D,3.1278,101.7295,GOKL,GOKL11,true,valid,GOKL MRT Station Maluri Gate D,true,false
GOKL1102,Illi Kuala Lumpur,3.1255,101.7265,GOKL,GOKL11,true,valid,GOKL Illi Kuala Lumpur,false,false
GOKL1103,Darul Puteri Complex,3.1235,101.7245,GOKL,GOKL11,true,valid,GOKL Darul Puteri Complex,false,false
GOKL1104,Velodrome KL,3.1155,101.7285,GOKL,GOKL11,true,valid,GOKL Velodrome KL,false,false
GOKL1105,Cheras Health Clinic,3.1112,101.7255,GOKL,GOKL11,true,valid,GOKL Cheras Health Clinic,false,false
GOKL1106,SM Teknik Kuala Lumpur (opp),3.1095,101.7245,GOKL,GOKL11,true,valid,GOKL SM Teknik Kuala Lumpur (opp),false,false
GOKL1107,UKM Medical Centre,3.1044,101.7225,GOKL,GOKL11,true,valid,GOKL UKM Medical Centre,true,false
GOKL1108,Renang Cheras Club (opp),3.1048,101.7242,GOKL,GOKL11,true,valid,GOKL Renang Cheras Club (opp),false,false
GOKL1109,International Youth Centre (opp),3.1035,101.7245,GOKL,GOKL11,true,valid,GOKL International Youth Centre (opp),false,false
GOKL1110,DBKL Training Institute (opp),3.1025,101.7248,GOKL,GOKL11,true,valid,GOKL DBKL Training Institute (opp),false,false
GOKL1111,BTR Firestation,3.1015,101.7245,GOKL,GOKL11,true,valid,GOKL BTR Firestation,false,false
GOKL1112,Saidina Othman Mosque (opp),3.1028,101.7185,GOKL,GOKL11,true,valid,GOKL Saidina Othman Mosque (opp),true,false
GOKL1113,Vista Amani,3.0995,101.7155,GOKL,GOKL11,true,valid,GOKL Vista Amani,false,false
GOKL1114,Cendana Apartments,3.1012,101.7145,GOKL,GOKL11,true,valid,GOKL Cendana Apartments,false,false
GOKL1115,SMK Seri Tasik,3.1018,101.7108,GOKL,GOKL11,true,valid,GOKL SMK Seri Tasik,true,false
GOKL1116,Cendana Apartments (opp),3.1015,101.7148,GOKL,GOKL11,true,valid,GOKL Cendana Apartments (opp),false,false
GOKL1117,Pustaka KL,3.1025,101.7165,GOKL,GOKL11,true,valid,GOKL Pustaka KL,false,false
GOKL1118,Vista Amani (opp),3.0998,101.7158,GOKL,GOKL11,true,valid,GOKL Vista Amani (opp),false,false
GOKL1119,Saidina Othman Mosque,3.1025,101.7188,GOKL,GOKL11,true,valid,GOKL Saidina Othman Mosque,true,false
GOKL1120,Desa Bangsawan Apartments,3.1035,101.7195,GOKL,GOKL11,true,valid,GOKL Desa Bangsawan Apartments,true,false
GOKL1121,Sri Labuan Flat,3.1045,101.7205,GOKL,GOKL11,true,valid,GOKL Sri Labuan Flat,true,false
GOKL1122,DBKL Training Institute,3.1022,101.7245,GOKL,GOKL11,true,valid,GOKL DBKL Training Institute,false,false
GOKL1123,International Youth Centre,3.1032,101.7242,GOKL,GOKL11,true,valid,GOKL International Youth Centre,false,false
GOKL1124,Football Stadium,3.1055,101.7225,GOKL,GOKL11,true,valid,GOKL Football Stadium,false,false
GOKL1125,SM Teknik Kuala Lumpur,3.1098,101.7248,GOKL,GOKL11,true,valid,GOKL SM Teknik Kuala Lumpur,false,false
GOKL1126,Cheras Health Clinic (opp),3.1115,101.7258,GOKL,GOKL11,true,valid,GOKL Cheras Health Clinic (opp),false,false
GOKL1127,Velodrome KL (opp),3.1158,101.7288,GOKL,GOKL11,true,valid,GOKL Velodrome KL (opp),false,false
GOKL1128,Sri Sabah Flat,3.1245,101.7275,GOKL,GOKL11,true,valid,GOKL Sri Sabah Flat,false,false
GOKL1129,Vertica KL City,3.1265,101.7285,GOKL,GOKL11,true,valid,GOKL Vertica KL City,true,false
GOKL1130,MRT Station Maluri Gate B,3.1274,101.7291,GOKL,GOKL11,true,valid,GOKL MRT Station Maluri Gate B,true,false
GOKL1131,Sunway Velocity (opp),3.1285,101.7258,GOKL,GOKL11,true,valid,GOKL Sunway Velocity (opp),false,false
GOKL1132,Queens Avenue Plaza 393,3.1315,101.7245,GOKL,GOKL11,true,valid,GOKL Queens Avenue Plaza 393,false,false
GOKL1133,MRT Station Cochrane,3.1328,101.7231,GOKL,GOKL11,true,valid,GOKL MRT Station Cochrane,false,false
GOKL1134,Wisma Indah,3.1335,101.7215,GOKL,GOKL11,true,valid,GOKL Wisma Indah,false,false
GOKL1135,Warisan City View (opp),3.1295,101.7242,GOKL,GOKL11,true,valid,GOKL Warisan City View (opp),false,false
GOKL1136,Sunway Velocity Residence,3.1275,101.7265,GOKL,GOKL11,true,valid,GOKL Sunway Velocity Residence,false,true
GOKL1201,Taman Fadason Hub,3.2185,101.6558,GOKL,GOKL12,true,valid,GOKL Taman Fadason Hub,false,false
GOKL1202,Mutiara Fadason Flat,3.2205,101.6565,GOKL,GOKL12,true,valid,GOKL Mutiara Fadason Flat,false,false
GOKL1203,Rimbunan Melati,3.2215,101.6545,GOKL,GOKL12,true,valid,GOKL Rimbunan Melati,false,false
GOKL1204,The Beat @ Kiara Bay,3.2235,101.6521,GOKL,GOKL12,true,valid,GOKL The Beat @ Kiara Bay,false,false
GOKL1205,AVA Residency Kiara Bay,3.2245,101.6515,GOKL,GOKL12,true,valid,GOKL AVA Residency Kiara Bay,false,false
GOKL1206,Jinjang Health Clinic,3.2185,101.6595,GOKL,GOKL12,true,valid,GOKL Jinjang Health Clinic,false,false
GOKL1207,PPR Beringin,3.2212,101.6612,GOKL,GOKL12,true,valid,GOKL PPR Beringin,false,false
GOKL1208,SK LA Salle Jinjang,3.2165,101.6635,GOKL,GOKL12,true,valid,GOKL SK LA Salle Jinjang,false,false
GOKL1209,Kepong Health Centre,3.2145,101.6645,GOKL,GOKL12,true,valid,GOKL Kepong Health Centre,false,false
GOKL1210,Jinjang Chinese Centre (opp),3.2085,101.6655,GOKL,GOKL12,true,valid,GOKL Jinjang Chinese Centre (opp),false,false
GOKL1211,MRT Station Sri Delima,3.2064,101.6665,GOKL,GOKL12,true,valid,GOKL MRT Station Sri Delima,false,false
GOKL1212,Brem Mall Kepong,3.2035,101.6655,GOKL,GOKL12,true,valid,GOKL Brem Mall Kepong,false,false
GOKL1213,Jinjang Chinese Centre,3.2088,101.6658,GOKL,GOKL12,true,valid,GOKL Jinjang Chinese Centre,false,false
GOKL1214,DBKL Kepong Branch Office,3.2125,101.6648,GOKL,GOKL12,true,valid,GOKL DBKL Kepong Branch Office,false,false
GOKL1215,PMU Jinjang,3.2115,101.6615,GOKL,GOKL12,true,valid,GOKL PMU Jinjang,true,false
GOKL1216,Kepong Commercial Centre,3.2135,101.6595,GOKL,GOKL12,true,valid,GOKL Kepong Commercial Centre,true,false
GOKL1217,KWSP Kepong,3.2155,101.6585,GOKL,GOKL12,true,valid,GOKL KWSP Kepong,false,false
GOKL1218,Taman Jinjang Utara (opp),3.2175,101.6575,GOKL,GOKL12,true,valid,GOKL Taman Jinjang Utara (opp),false,false
GOKL1219,Taman Tasik Metropolitan Kepong,3.2195,101.6495,GOKL,GOKL12,true,valid,GOKL Taman Tasik Metropolitan Kepong,false,false
GOKL1220,The Henge Kepong,3.2188,101.6482,GOKL,GOKL12,true,valid,GOKL The Henge Kepong,false,false
GOKL1221,Taman Usahawan Kepong,3.2165,101.6455,GOKL,GOKL12,true,valid,GOKL Taman Usahawan Kepong,false,false
GOKL1222,Laman Rimbunan Kepong,3.2155,101.6435,GOKL,GOKL12,true,valid,GOKL Laman Rimbunan Kepong,false,true
GOKL1301,MRT Station Jinjang,3.2098,101.6588,GOKL,GOKL13,true,valid,GOKL MRT Station Jinjang,false,false
GOKL1302,PMU Jinjang,3.2115,101.6615,GOKL,GOKL13,true,valid,GOKL PMU Jinjang,true,false
GOKL1303,Kepong Commercial Centre,3.2135,101.6595,GOKL,GOKL13,true,valid,GOKL Kepong Commercial Centre,true,false
GOKL1304,Madrasah Al-Islah Kepong,3.2145,101.6575,GOKL,GOKL13,true,valid,GOKL Madrasah Al-Islah Kepong,false,false
GOKL1305,Jalan Api-Api Housing,3.2085,101.6525,GOKL,GOKL13,true,valid,GOKL Jalan Api-Api Housing,false,false
GOKL1306,Kepong Baru,3.2045,101.6515,GOKL,GOKL13,true,valid,GOKL Kepong Baru,false,false
GOKL1307,Taman Sri Segambut,3.1985,101.6542,GOKL,GOKL13,true,valid,GOKL Taman Sri Segambut,false,false
GOKL1308,Sungai Udang Residency (opp),3.1925,101.6755,GOKL,GOKL13,true,valid,GOKL Sungai Udang Residency (opp),false,false
GOKL1309,KTM Station Segambut,3.1864,101.6802,GOKL,GOKL13,true,valid,GOKL KTM Station Segambut,true,false
GOKL1310,Segambut SPPK Flat (opp),3.1825,101.6825,GOKL,GOKL13,true,valid,GOKL Segambut SPPK Flat (opp),false,false
GOKL1311,Jalan Duta Government Quarters,3.1785,101.6755,GOKL,GOKL13,true,valid,GOKL Jalan Duta Government Quarters,false,false
GOKL1312,MATRADE,3.1785,101.6685,GOKL,GOKL13,true,valid,GOKL MATRADE,false,false
GOKL1313,Medan Selera Jalan Duta,3.1775,101.6692,GOKL,GOKL13,true,valid,GOKL Medan Selera Jalan Duta,false,false
GOKL1314,Masjid Wilayah,3.1765,101.6698,GOKL,GOKL13,true,valid,GOKL Masjid Wilayah,false,false
GOKL1315,Syariah Court Kuala Lumpur,3.1745,101.6685,GOKL,GOKL13,true,valid,GOKL Syariah Court Kuala Lumpur,false,false
GOKL1316,Publika (opp),3.1705,101.6657,GOKL,GOKL13,true,valid,GOKL Publika (opp),false,false
GOKL1317,SK Kiara Mas,3.1685,101.6645,GOKL,GOKL13,true,valid,GOKL SK Kiara Mas,false,false
GOKL1318,Duta Kensington,3.1655,101.6625,GOKL,GOKL13,true,valid,GOKL Duta Kensington,false,false
GOKL1319,Changkat Kiara (opp),3.1715,101.6585,GOKL,GOKL13,true,valid,GOKL Changkat Kiara (opp),false,false
GOKL1320,Segambut SPPK Flat,3.1828,101.6828,GOKL,GOKL13,true,valid,GOKL Segambut SPPK Flat,false,false
GOKL1321,KTM Station Segambut,3.1864,101.6802,GOKL,GOKL13,true,valid,GOKL KTM Station Segambut,true,false
GOKL1322,Taman Sejahtera (opp),3.1915,101.6745,GOKL,GOKL13,true,valid,GOKL Taman Sejahtera (opp),false,false
GOKL1323,Sungai Udang Residency,3.1928,101.6758,GOKL,GOKL13,true,valid,GOKL Sungai Udang Residency,false,false
GOKL1324,Temple Maramman (opp),3.1945,101.6685,GOKL,GOKL13,true,valid,GOKL Temple Maramman (opp),false,false
GOKL1325,Green View Apartments,3.1965,101.6655,GOKL,GOKL13,true,valid,GOKL Green View Apartments,false,true
GOKL1401,Muhibbah Complex,3.0635,101.6635,GOKL,GOKL14,true,valid,GOKL Muhibbah Complex,false,false
GOKL1402,LRT Station Muhibbah,3.0620,101.6625,GOKL,GOKL14,true,valid,GOKL LRT Station Muhibbah,true,false
GOKL1403,Bukit OUG Condominium,3.0612,101.6615,GOKL,GOKL14,true,valid,GOKL Bukit OUG Condominium,false,false
GOKL1404,Green Avenue,3.0585,101.6645,GOKL,GOKL14,true,valid,GOKL Green Avenue,false,false
GOKL1405,The Link 2 Bukit Jalil,3.0535,101.6735,GOKL,GOKL14,true,valid,GOKL The Link 2 Bukit Jalil,false,false
GOKL1406,Pavilion Bukit Jalil (opp),3.0518,101.6708,GOKL,GOKL14,true,valid,GOKL Pavilion Bukit Jalil (opp),false,false
GOKL1407,Bukit Jalil Police Station (opp),3.0495,101.6685,GOKL,GOKL14,true,valid,GOKL Bukit Jalil Police Station (opp),false,false
GOKL1408,Alam Sutera,3.0478,101.6652,GOKL,GOKL14,true,valid,GOKL Alam Sutera,false,false
GOKL1409,Taman LTAT,3.0455,101.6635,GOKL,GOKL14,true,valid,GOKL Taman LTAT,false,false
GOKL1410,Paragon Heights (opp),3.0435,101.6625,GOKL,GOKL14,true,valid,GOKL Paragon Heights (opp),false,false
GOKL1411,PPR Pinggiran Bukit Jalil,3.0425,101.6618,GOKL,GOKL14,true,valid,GOKL PPR Pinggiran Bukit Jalil,false,false
GOKL1412,Seri Ceria Apartments,3.0415,101.6605,GOKL,GOKL14,true,valid,GOKL Seri Ceria Apartments,false,false
GOKL1413,PPR Pinggiran Bukit Jalil (opp),3.0428,101.6621,GOKL,GOKL14,true,valid,GOKL PPR Pinggiran Bukit Jalil (opp),false,false
GOKL1414,Paragon Heights,3.0438,101.6628,GOKL,GOKL14,true,valid,GOKL Paragon Heights,false,false
GOKL1415,Impiana Sky Residence,3.0455,101.6645,GOKL,GOKL14,true,valid,GOKL Impiana Sky Residence,false,false
GOKL1416,Pavillion Bukit Jalil (Virtual),3.0514,101.6705,GOKL,GOKL14,true,valid,GOKL Pavillion Bukit Jalil (Virtual),false,false
GOKL1417,The Park Bukit Jalil,3.0525,101.6685,GOKL,GOKL14,true,valid,GOKL The Park Bukit Jalil,false,false
GOKL1418,Treez Condo,3.0545,101.6655,GOKL,GOKL14,true,valid,GOKL Treez Condo,false,false
GOKL1419,Green Avenue Condominium (opp),3.0588,101.6648,GOKL,GOKL14,true,valid,GOKL Green Avenue Condominium (opp),false,false
GOKL1420,Waltz Residences,3.0625,101.6675,GOKL,GOKL14,true,valid,GOKL Waltz Residences,false,false
GOKL1421,Taman Yarl Timur (opp),3.0655,101.6685,GOKL,GOKL14,true,valid,GOKL Taman Yarl Timur (opp),false,false
GOKL1422,SK Seri Mega (opp),3.0675,101.6695,GOKL,GOKL14,true,valid,GOKL SK Seri Mega (opp),false,false
GOKL1423,Plaza OUG (opp),3.0715,101.6725,GOKL,GOKL14,true,valid,GOKL Plaza OUG (opp),false,false
GOKL1424,Taman Yarl Utara,3.0725,101.6685,GOKL,GOKL14,true,valid,GOKL Taman Yarl Utara,false,false
GOKL1425,Abdul Rahman Mosque,3.0745,101.6655,GOKL,GOKL14,true,valid,GOKL Abdul Rahman Mosque,false,false
GOKL1426,Pangsapuri Sri Jati,3.0725,101.6625,GOKL,GOKL14,true,valid,GOKL Pangsapuri Sri Jati,false,false
GOKL1427,SMK Dharma,3.0715,101.6605,GOKL,GOKL14,true,valid,GOKL SMK Dharma,false,false
GOKL1428,Shell Taman Kuchai,3.0695,101.6585,GOKL,GOKL14,true,valid,GOKL Shell Taman Kuchai,false,false
GOKL1429,Az Zahra Mosque,3.0685,101.6575,GOKL,GOKL14,true,valid,GOKL Az Zahra Mosque,false,false
GOKL1430,OUG Parklane,3.0658,101.6585,GOKL,GOKL14,true,valid,GOKL OUG Parklane,false,true
GOKL1501,Prima Alam Damai Hub (opp),3.0785,101.7515,GOKL,GOKL15,true,valid,GOKL Prima Alam Damai Hub (opp),false,false
GOKL1502,Pangsapuri Seri Perindu,3.0755,101.7545,GOKL,GOKL15,true,valid,GOKL Pangsapuri Seri Perindu,false,false
GOKL1503,Taman Desa Cheras Flat Block 11,3.0735,101.7565,GOKL,GOKL15,true,valid,GOKL Taman Desa Cheras Flat Block 11,false,false
GOKL1504,Taman Desa Cheras Flat Block 5,3.0725,101.7575,GOKL,GOKL15,true,valid,GOKL Taman Desa Cheras Flat Block 5,false,false
GOKL1505,SMK Alam Damai,3.0765,101.7565,GOKL,GOKL15,true,valid,GOKL SMK Alam Damai,false,false
GOKL1506,SK Alam Damai,3.0775,101.7555,GOKL,GOKL15,true,valid,GOKL SK Alam Damai,false,false
GOKL1507,Alam Damai Event Hall,3.0795,101.7535,GOKL,GOKL15,true,valid,GOKL Alam Damai Event Hall,false,false
GOKL1508,Jalan Damai Puspa 6,3.0785,101.7485,GOKL,GOKL15,true,valid,GOKL Jalan Damai Puspa 6,false,false
GOKL1509,Madrasah Ehsaniah (opp),3.0765,101.7455,GOKL,GOKL15,true,valid,GOKL Madrasah Ehsaniah (opp),false,false
GOKL1510,Taman Bukit Anggerik,3.0805,101.7435,GOKL,GOKL15,true,valid,GOKL Taman Bukit Anggerik,false,false
GOKL1511,Petronas Alam Damai,3.0825,101.7485,GOKL,GOKL15,true,valid,GOKL Petronas Alam Damai,false,false
GOKL1512,Jalan 4 Stop (South),3.0855,101.7445,GOKL,GOKL15,true,valid,GOKL Jalan 4 Stop (South),false,false
GOKL1513,Taman Len Seng Commercial Centre,3.0885,101.7425,GOKL,GOKL15,true,valid,GOKL Taman Len Seng Commercial Centre,false,false
GOKL1514,Majestic Maxim Residency (opp),3.0905,101.7415,GOKL,GOKL15,true,valid,GOKL Majestic Maxim Residency (opp),false,false
GOKL1515,Mandarina Court,3.0915,101.7405,GOKL,GOKL15,true,valid,GOKL Mandarina Court,false,false
GOKL1516,SMK Orkid Desa (opp),3.0935,101.7395,GOKL,GOKL15,true,valid,GOKL SMK Orkid Desa (opp),false,false
GOKL1517,Altitude Condo,3.0945,101.7385,GOKL,GOKL15,true,valid,GOKL Altitude Condo,false,false
GOKL1518,Le Quadri Hotel,3.0905,101.7355,GOKL,GOKL15,true,valid,GOKL Le Quadri Hotel,false,false
GOKL1519,Puncak Bayan Condo,3.0885,101.7345,GOKL,GOKL15,true,valid,GOKL Puncak Bayan Condo,false,false
GOKL1520,Perindustrian Desa Tun Razak,3.0855,101.7325,GOKL,GOKL15,true,valid,GOKL Perindustrian Desa Tun Razak,false,false
GOKL1521,Persiaran Mewah (North),3.0985,101.7285,GOKL,GOKL15,true,valid,GOKL Persiaran Mewah (North),false,false
GOKL1522,Simpang Mewah 12,3.1015,101.7275,GOKL,GOKL15,true,valid,GOKL Simpang Mewah 12,false,false
GOKL1523,Simpang Bangsawan,3.1035,101.7265,GOKL,GOKL15,true,valid,GOKL Simpang Bangsawan,false,false
GOKL1524,Simpang Ikhlas 5,3.1055,101.7255,GOKL,GOKL15,true,valid,GOKL Simpang Ikhlas 5,false,false
GOKL1525,PA Seri Kota,3.1065,101.7245,GOKL,GOKL15,true,valid,GOKL PA Seri Kota,false,false
GOKL1526,Taman Mulia Flat (1),3.1025,101.7205,GOKL,GOKL15,true,valid,GOKL Taman Mulia Flat (1),true,false
GOKL1527,Taman Mulia Flat (2),3.1015,101.7195,GOKL,GOKL15,true,valid,GOKL Taman Mulia Flat (2),true,false
GOKL1528,Taman Mulia,3.1012,101.7185,GOKL,GOKL15,true,valid,GOKL Taman Mulia,true,false
GOKL1529,Saidina Othman Mosque,3.1025,101.7188,GOKL,GOKL15,true,valid,GOKL Saidina Othman Mosque,true,false
GOKL1530,Desa Bangsawan Apartments,3.1035,101.7195,GOKL,GOKL15,true,valid,GOKL Desa Bangsawan Apartments,true,false
GOKL1531,PA Seri Labuan,3.1045,101.7205,GOKL,GOKL15,true,valid,GOKL PA Seri Labuan,true,false
GOKL1532,DBKL Training Institute,3.1022,101.7245,GOKL,GOKL15,true,valid,GOKL DBKL Training Institute,true,false
GOKL1533,International Youth Centre,3.1032,101.7242,GOKL,GOKL15,true,valid,GOKL International Youth Centre,true,false
GOKL1534,HCTM (Final Stop),3.1042,101.7230,GOKL,GOKL15,true,valid,GOKL HCTM (Final Stop),true,false
GOKL1535,Cheras Swimming Club (opp),3.1048,101.7242,GOKL,GOKL15,true,valid,GOKL Cheras Swimming Club (opp),true,false
GOKL1536,The Holmes 2,3.1025,101.7255,GOKL,GOKL15,true,valid,GOKL The Holmes 2,false,false
GOKL1537,Saidina Othman Mosque (opp),3.1028,101.7185,GOKL,GOKL15,true,valid,GOKL Saidina Othman Mosque (opp),true,false
GOKL1538,Taman Mulia (opp),3.1015,101.7182,GOKL,GOKL15,true,valid,GOKL Taman Mulia (opp),true,false
GOKL1539,Seri Kota Flat (opp),3.1068,101.7248,GOKL,GOKL15,true,valid,GOKL Seri Kota Flat (opp),false,false
GOKL1540,Al Amin Mosque (opp),3.1045,101.7235,GOKL,GOKL15,true,valid,GOKL Al Amin Mosque (opp),false,false
GOKL1541,Simpang Makmur 6,3.0975,101.7285,GOKL,GOKL15,true,valid,GOKL Simpang Makmur 6,false,false
GOKL1542,Simpang Jujur 4,3.0945,101.7305,GOKL,GOKL15,true,valid,GOKL Simpang Jujur 4,false,false
GOKL1543,Perindustrian BTR (PUSPAKOM),3.0925,101.7315,GOKL,GOKL15,true,valid,GOKL Perindustrian BTR (PUSPAKOM),false,false
GOKL1544,Angkasa Condo,3.0845,101.7345,GOKL,GOKL15,true,valid,GOKL Angkasa Condo,false,false
GOKL1545,UCSI Universiti,3.0815,101.7335,GOKL,GOKL15,true,valid,GOKL UCSI Universiti,false,false
GOKL1546,SMK Orkid Desa,3.0938,101.7398,GOKL,GOKL15,true,valid,GOKL SMK Orkid Desa,false,false
GOKL1547,Majestic Maxim Residency,3.0908,101.7418,GOKL,GOKL15,true,valid,GOKL Majestic Maxim Residency,false,false
GOKL1548,Taman Len Seng,3.0888,101.7428,GOKL,GOKL15,true,valid,GOKL Taman Len Seng,false,false
GOKL1549,Petronas Alam Damai (opp),3.0828,101.7488,GOKL,GOKL15,true,valid,GOKL Petronas Alam Damai (opp),false,false
GOKL1550,Taman Bukit Anggerik Flat,3.0802,101.7432,GOKL,GOKL15,true,valid,GOKL Taman Bukit Anggerik Flat,false,false
GOKL1551,Taman Bukit Anggerik (North),3.0815,101.7445,GOKL,GOKL15,true,valid,GOKL Taman Bukit Anggerik (North),false,false
GOKL1552,Taman Bukit Anggerik (South),3.0795,101.7425,GOKL,GOKL15,true,valid,GOKL Taman Bukit Anggerik (South),false,false
GOKL1553,Alam Damai Event Hall (opp),3.0798,101.7538,GOKL,GOKL15,true,valid,GOKL Alam Damai Event Hall (opp),false,true
